,total_demand,avg_wind_speed,prcp,snowfall,temp_obs,weekend,holiday,qt_1,qt_2,qt_3,qt_4,foggy,rainy,snowy,windy
2018-06-03,2103.0,14.32,0.7633333333333333,0.0,65.5,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2018-06-04,14763.0,8.28,1.3866666666666667,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-05,14145.0,9.4,0.0,0.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-06,14901.0,9.62,0.0,0.0,62.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-07,15706.0,7.16,0.0,0.0,62.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-08,15558.0,6.71,0.32,0.0,66.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1
2018-06-09,13709.0,4.92,0.03333333333333333,0.0,68.5,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2018-06-10,11942.0,7.38,0.22,0.0,66.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2018-06-11,10811.0,9.84,0.38666666666666666,0.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2018-06-12,15818.0,7.38,0.02666666666666667,0.0,58.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2018-06-13,14727.0,9.62,0.0,0.0,69.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2018-06-14,15372.0,11.41,0.0,0.0,73.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-15,15817.0,7.83,0.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-16,15185.0,4.92,0.0,0.0,69.5,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-17,12063.0,3.8,0.0,0.0,73.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-18,12555.0,8.05,0.0,0.0,76.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-19,12035.0,8.28,0.37333333333333335,0.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2018-06-20,11961.0,5.37,0.5133333333333333,0.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1
2018-06-21,13896.0,6.71,0.23333333333333336,0.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-22,6538.0,9.4,0.2333333333333333,0.0,69.5,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2018-06-23,11190.0,3.8,0.2,0.0,73.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0
2018-06-24,12565.0,5.59,0.11,0.0,77.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1
2018-06-25,14147.0,8.05,0.023333333333333334,0.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-26,14774.0,7.83,0.016666666666666666,0.0,65.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-27,12917.0,8.95,0.013333333333333334,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1
2018-06-28,14836.0,8.5,0.09333333333333334,0.0,78.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-29,14037.0,5.59,0.0,0.0,75.5,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-06-30,13082.0,6.71,0.0,0.0,78.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2018-07-01,10461.0,6.71,0.0,0.0,79.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-02,11842.0,7.38,0.0,0.0,80.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-07-03,12794.0,4.7,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2018-07-04,14685.0,5.59,0.0,0.0,83.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-05,14224.0,8.5,0.0,0.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-06,14305.0,9.84,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-07,17066.0,11.41,0.0,0.0,67.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-08,14947.0,7.16,0.0,0.0,68.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-09,14306.0,5.82,0.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-10,13539.0,6.26,0.0,0.0,74.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-11,14334.0,8.72,0.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-12,14896.0,7.83,0.0,0.0,72.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-13,15250.0,7.16,0.0,0.0,74.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-14,15755.0,9.62,0.0,0.0,74.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-15,13110.0,7.61,0.0,0.0,74.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-16,13139.0,6.49,0.0,0.0,76.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2018-07-17,11947.0,8.05,0.93,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-07-18,15324.0,10.96,0.7233333333333333,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-19,15212.0,6.93,0.0,0.0,71.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-20,16013.0,6.93,0.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-21,2794.0,13.87,1.3333333333333333,0.0,72.5,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-07-22,8226.0,5.59,3.2966666666666664,0.0,70.5,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-07-23,10361.0,9.4,0.7233333333333333,0.0,74.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-07-24,7580.0,8.72,0.30666666666666664,0.0,75.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-07-25,9661.0,6.71,0.42333333333333334,0.0,74.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-07-26,14840.0,5.82,1.0599999999999998,0.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-27,13532.0,5.37,0.006666666666666667,0.0,76.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2018-07-28,16009.0,7.16,0.04,0.0,74.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-29,14888.0,6.04,0.0,0.0,68.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-07-30,10235.0,7.61,0.17,0.0,72.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-07-31,13486.0,5.37,0.31666666666666665,0.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-08-01,14199.0,10.96,0.5,0.0,79.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-08-02,11858.0,6.71,0.5366666666666667,0.0,74.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-08-03,11332.0,9.62,0.5433333333333333,0.0,76.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-08-04,15011.0,6.04,0.4033333333333333,0.0,75.5,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-08-05,12928.0,5.59,0.0,0.0,78.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2018-08-06,13060.0,5.37,0.06,0.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2018-08-07,12663.0,5.37,0.35333333333333333,0.0,80.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2018-08-08,13542.0,6.04,0.22,0.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-08-09,14265.0,7.38,0.0,0.0,76.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-08-10,13938.0,6.04,0.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-08-11,12477.0,4.7,0.0033333333333333335,0.0,76.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2018-08-12,10002.0,5.82,0.13999999999999999,0.0,74.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-08-13,12803.0,6.93,0.24666666666666667,0.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-08-14,14410.0,8.28,0.12333333333333334,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2018-08-15,14492.0,6.49,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-08-16,13821.0,5.82,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-08-17,12734.0,8.05,0.0,0.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-08-18,13975.0,7.16,0.06999999999999999,0.0,76.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2018-08-19,12820.0,9.4,0.006666666666666667,0.0,72.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-08-20,13152.0,9.4,0.0,0.0,69.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-08-21,9760.0,8.5,0.82,0.0,74.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-08-22,14099.0,7.61,1.32,0.0,75.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-08-23,15181.0,10.07,0.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-08-24,14903.0,4.92,0.0,0.0,62.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-08-25,14660.0,4.92,0.0,0.0,69.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-08-26,12420.0,8.28,0.0,0.0,71.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-08-27,11904.0,5.59,0.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-08-28,12146.0,6.93,0.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-08-29,11918.0,8.05,0.0,0.0,79.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-08-30,11790.0,6.49,0.03666666666666667,0.0,75.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2018-08-31,11603.0,6.93,0.11333333333333334,0.0,75.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-09-01,10832.0,8.5,0.9533333333333333,0.0,75.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-09-02,14231.0,4.03,0.23666666666666666,0.0,74.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-09-03,10806.0,6.49,0.0,0.0,77.5,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-09-04,10925.0,3.58,0.006666666666666667,0.0,79.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1
2018-09-05,12560.0,5.14,0.5666666666666667,0.0,77.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-06,12686.0,7.61,0.0,0.0,79.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-09-07,9417.0,5.59,0.9633333333333334,0.0,73.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-09-08,7946.0,11.63,0.9133333333333334,0.0,76.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-09,2800.0,15.21,1.1166666666666667,0.0,63.5,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-10,9968.0,7.61,0.6833333333333332,0.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-09-11,12104.0,6.93,0.06666666666666667,0.0,72.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-09-12,12382.0,4.03,0.0033333333333333335,0.0,70.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-13,12581.0,10.29,0.30333333333333334,0.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-14,12864.0,13.42,0.03,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-15,13341.0,9.62,0.006666666666666667,0.0,69.5,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-16,11908.0,9.4,0.0,0.0,69.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-17,6944.0,8.72,0.42,0.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-09-18,10625.0,8.95,1.25,0.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-09-19,13700.0,7.83,0.11333333333333334,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-09-20,13619.0,6.71,0.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-09-21,12714.0,9.62,0.09333333333333334,0.0,70.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-22,13825.0,9.84,0.10333333333333333,0.0,71.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-09-23,2786.0,9.17,0.35000000000000003,0.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-24,6331.0,10.51,0.6333333333333333,0.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-25,10275.0,6.04,0.37666666666666665,0.0,69.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-26,11200.0,9.62,0.11333333333333333,0.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-09-27,6755.0,9.84,0.4966666666666666,0.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
2018-09-28,13009.0,4.92,1.09,0.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-29,14601.0,6.26,0.0,0.0,61.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
2018-09-30,12065.0,5.82,0.0,0.0,58.5,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2018-10-01,12509.0,7.61,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-02,13643.0,8.72,0.0,0.0,67.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-03,13730.0,5.82,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-04,13299.0,5.82,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-10-05,13573.0,8.72,0.006666666666666667,0.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-10-06,13301.0,3.8,0.0,0.0,66.5,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-10-07,13534.0,5.59,0.0,0.0,71.5,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-10-08,12365.0,4.03,0.0,0.0,71.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-10-09,12249.0,3.8,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-10,13073.0,6.49,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-11,6972.0,10.29,0.7133333333333334,0.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1
2018-10-12,13221.0,14.76,0.9033333333333333,0.0,56.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-13,11290.0,8.95,0.03666666666666667,0.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-14,8039.0,3.58,0.02,0.0,47.5,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-10-15,8521.0,10.51,0.19999999999999998,0.0,58.5,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-10-16,11741.0,9.62,0.06333333333333334,0.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-17,12643.0,9.62,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-18,11579.0,9.4,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-19,11960.0,8.95,0.006666666666666667,0.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-20,11390.0,8.05,0.05666666666666667,0.0,58.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-21,7706.0,15.21,0.013333333333333334,0.0,45.5,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-22,10201.0,8.5,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-23,11732.0,8.72,0.0,0.0,42.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-24,11001.0,11.63,0.0,0.0,46.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-25,10340.0,6.93,0.0,0.0,36.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-26,7480.0,8.72,0.24666666666666667,0.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-10-27,4724.0,11.86,0.8433333333333334,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-10-28,8580.0,8.05,0.20000000000000004,0.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-29,9866.0,8.5,0.043333333333333335,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-30,11364.0,5.59,0.02,0.0,39.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-10-31,11395.0,6.93,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-01,12432.0,11.63,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-02,10105.0,10.96,0.26666666666666666,0.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-11-03,9284.0,10.07,0.81,0.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-04,9084.0,5.59,0.006666666666666667,0.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-05,4399.0,7.83,0.7833333333333333,0.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-11-06,6023.0,6.71,0.85,0.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-11-07,9918.0,4.7,0.5933333333333333,0.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-11-08,10420.0,9.17,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-09,5430.0,7.61,0.20000000000000004,0.0,44.5,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-11-10,6082.0,12.75,0.35666666666666663,0.0,41.5,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-11,6320.0,5.14,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-12,5446.0,3.58,0.21,0.0,35.5,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-11-13,6864.0,10.51,0.81,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-11-14,8049.0,10.96,0.01,0.0,37.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-15,2155.0,14.99,0.47,1.4,31.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0
2018-11-16,7702.0,11.86,0.9366666666666666,0.35,40.5,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-11-17,7163.0,6.71,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-18,6452.0,3.8,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-19,9074.0,4.47,0.0,0.0,36.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-20,8354.0,10.29,0.0,0.0,48.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-21,6745.0,9.4,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-22,1933.0,13.87,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-23,2751.0,6.71,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-24,1499.0,8.05,0.47333333333333333,0.0,38.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-11-25,6287.0,5.82,1.0366666666666668,0.0,40.5,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-26,5809.0,6.93,0.16666666666666666,0.0,49.5,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-11-27,6611.0,15.21,0.24333333333333332,0.0,39.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-28,6140.0,17.0,0.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-29,6829.0,8.5,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-11-30,7016.0,3.8,0.0033333333333333335,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-01,6470.0,3.36,0.06999999999999999,0.0,37.5,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-12-02,9666.0,7.61,0.37333333333333335,0.0,45.5,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-12-03,16354.0,9.84,0.013333333333333334,0.0,49.5,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-12-04,9479.0,11.86,0.0,0.0,40.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-05,6506.0,6.93,0.0,0.0,31.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-06,6952.0,8.05,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-07,6566.0,9.4,0.0,0.0,35.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-08,4420.0,6.93,0.0,0.0,23.5,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-09,3547.0,9.17,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-10,6105.0,10.51,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-11,6995.0,5.82,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-12,7574.0,5.14,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-13,8205.0,3.8,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-14,6416.0,5.59,0.09666666666666666,0.0,37.5,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-12-15,1208.0,11.41,1.3699999999999999,0.0,52.5,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-12-16,2363.0,11.41,1.6933333333333334,0.0,46.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-12-17,7772.0,11.18,0.18333333333333335,0.0,44.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-18,7514.0,10.29,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-19,7466.0,5.82,0.0,0.0,30.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-20,4399.0,6.93,0.12,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-12-21,5696.0,11.86,0.4166666666666667,0.0,62.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-22,3710.0,14.32,0.03,0.0,46.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-23,3270.0,5.59,0.006666666666666667,0.0,34.5,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-24,2492.0,9.62,0.006666666666666667,0.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-25,1744.0,6.93,0.0,0.0,33.5,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-26,3752.0,4.25,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-27,5430.0,5.14,0.0033333333333333335,0.0,28.5,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-12-28,2125.0,4.7,0.8333333333333334,0.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-12-29,6008.0,8.72,0.27666666666666667,0.0,43.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2018-12-30,4929.0,3.58,0.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
2018-12-31,2401.0,2.91,0.16,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0
2019-01-01,4540.0,12.53,0.16666666666666666,0.0,61.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0
2019-01-02,6567.0,5.59,0.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2019-01-03,7604.0,6.71,0.0,0.0,44.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2019-01-04,7362.0,5.14,0.013333333333333334,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2019-01-05,5106.0,9.17,0.07666666666666667,0.0,45.5,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
2019-01-06,6050.0,10.29,0.006666666666666667,0.0,42.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2019-01-07,6216.0,9.4,0.0,0.0,34.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2019-01-08,7655.0,7.61,0.16333333333333333,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2019-01-09,6408.0,16.11,0.14,0.0,44.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2019-01-10,5562.0,17.67,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2019-01-11,5677.0,13.87,0.0,0.0,27.5,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
